,userid,itemid,courseid,finalgrade
117,2959,5089,6,64.2304538713073
118,406,3046,3,56.456585936865615
119,1544,97,0,60.37492022290013
120,1330,5092,6,55.225168798868566
121,1460,2510,2,44.359765252097276
122,704,1918,2,54.928972189559005
123,2710,1094,1,61.03184104472006
124,25,1930,2,31.636171610229454
125,2587,1124,1,61.14558202861559
126,2866,3817,4,49.41394442100891
127,1022,2149,2,57.06193553834921
128,980,137,0,63.08105921702123
129,2497,5134,6,51.24998802990687
130,3180,5095,6,54.902883640824925
131,1156,1955,2,54.813526336573005
132,3216,86,0,38.97854304375274
133,1229,5424,6,65.545775350069
134,1775,1142,1,31.63366810727973
135,1653,1871,2,53.88455497290945
136,906,1215,1,71.69296036012156
137,1330,5051,6,84.02401038449108
138,1578,15,0,67.19441271455369
139,2487,5082,6,21.4345256529419
140,2105,1905,2,56.71020759260848
141,965,15,0,59.529753233213086
142,2860,91,0,64.5072939767469
143,2750,5434,6,68.26799997998823
144,115,10,0,45.575360621020565
145,1778,4100,4,61.085131280106964
146,2119,33,0,48.11472484117269
147,581,1905,2,48.59375997082974
148,691,1184,1,66.15881891603037
149,2428,2941,3,64.07306368360594
150,99,1059,1,47.80899498177407
151,2445,1178,1,42.74286668705801
152,2157,2011,2,33.651192181578615
153,1021,1219,1,70.07914134701298
154,1703,5105,6,65.4190355669622
155,1969,4291,5,51.82069819809151
156,457,5076,6,53.24468039822586
157,896,5080,6,51.87642026350903
158,1988,42,0,36.24465451461935
159,2439,5101,6,65.0962366430813
160,1895,19,0,48.42422725048379
161,1918,5063,6,59.66980931303296
162,2962,1059,1,43.293122817819935
163,1690,5098,6,63.5881628603688
164,934,5419,6,55.178875083819115
165,2060,5135,6,66.78509877571395
166,1588,1036,1,64.99681233436175
167,2367,4405,5,68.13156913078652
168,1277,426,0,46.23872735340863
169,527,5063,6,66.46081112178807
170,51,9,0,38.97416086823083
171,441,3064,3,44.38027199093394
172,716,1061,1,51.88028923692991
173,1619,4284,5,53.266708570125544
174,937,1,0,32.878969260492354
175,1700,5056,6,51.33541161222947
176,1027,5121,6,55.77276470113194
177,857,5082,6,78.89516849908136
178,375,91,0,49.364122292805376
179,1649,5422,6,64.91600543094151
180,3207,1942,2,58.18346790770528
181,1211,54,0,65.19067964812395
182,2441,509,0,76.57935050065282
183,1525,1225,1,36.80622928557153
184,460,5090,6,56.915587760805984
185,3094,1215,1,68.73890925352472
186,600,1139,1,66.23145493260631
187,326,5075,6,58.16940469835886
188,2210,5346,6,48.65554934791272
189,2509,1113,1,63.48850957741743
190,2762,4251,5,54.29134142696325
191,2365,433,0,45.4352600204498
192,1896,95,0,36.38638280618391
193,2572,96,0,52.34593814158216
194,2029,1685,1,57.87807236640369
195,1611,5075,6,48.80605623418557
196,2743,51,0,68.6944198757851
197,2452,5079,6,58.60638510696253
198,1593,86,0,38.078082663526246
199,245,4287,5,63.491508878311244
200,169,1211,1,32.27472634397801
201,3041,1893,2,67.096925309931
202,2814,1089,1,51.1946797908937
203,2380,89,0,60.32225935613087
204,1882,61,0,59.90989199971217
205,1670,3757,4,39.65662207619003
206,1025,1921,2,46.12956906888425
207,253,69,0,65.10307680614453
208,14,5069,6,39.377910799990936
209,58,5284,6,80.23964185673938
210,2498,1706,1,52.17921660078304
211,1647,12,0,48.74273426334824
212,283,89,0,35.827345897235006
213,215,4284,5,48.08221391268798
214,1500,12,0,62.14138761952966
215,76,5293,6,63.478504224306434
216,1726,5612,6,44.27121085455348
217,2020,7444,7,66.7534346370431
218,167,1059,1,56.16450060520477
219,705,81,0,62.740424923649684
220,217,5109,6,45.550248227571934
221,3208,5062,6,49.17255677822129
222,1774,5131,6,66.00558394232922
223,2999,79,0,42.172101900717784
224,1490,3818,4,61.96245634532013
225,3000,27,0,59.251421958404926
226,1247,21,0,66.87130580551256
227,2782,6332,7,50.90970649712841
228,472,4,0,64.46092803900841
229,1309,5286,6,78.05423229454247
230,2268,4252,5,27.619623300739462
231,296,1080,1,45.14935190002815
232,605,4,0,54.212497147467126
233,590,95,0,41.02062123064745
234,2976,5299,6,49.80572413489239
235,1196,5499,6,48.31545995103004
236,314,3120,3,63.52333234018764
237,1536,90,0,53.88159488736479
238,1545,42,0,50.06925545769892
239,956,4402,5,63.26795142428197
240,2525,21,0,53.66802326589885
241,1008,55,0,67.68150629347235
242,2314,1152,1,50.985493922078504
243,1495,5074,6,46.967831408316464
244,2067,8,0,62.175187618274
245,3144,5109,6,55.12576105730238
246,2196,5292,6,49.099258581214464
247,745,4251,5,48.25823062511774
248,414,51,0,48.473237901501655
249,2580,3815,4,67.04012925796951
250,812,1087,1,36.37816913675193
251,1080,1908,2,49.011030634610975
252,3264,5064,6,53.28027286442985
253,2978,4257,5,51.49220860658579
254,1659,38,0,46.96623560057635
255,2771,1879,2,65.25696343151394
256,210,4597,5,50.94866566047981
257,1292,5288,6,72.57272985989479
258,3063,5109,6,58.17123918845708
259,217,5128,6,65.01813370989245
260,2252,5051,6,31.330683744913177
261,1347,1918,2,52.35899967681886
262,1243,1921,2,69.18523135994369
263,2809,1138,1,64.81997462717737
264,1371,4,0,49.488618825627526
265,2396,1240,1,52.38128511901339
266,2924,5138,6,55.56937096104548
267,1487,76,0,61.211346488827644
268,390,6393,7,55.11152485106268
269,105,90,0,64.36743096848994
270,2849,1219,1,47.408579042273885
271,2947,5143,6,49.77475237551959
272,1552,9,0,42.14190615066054
273,3137,1093,1,44.57709863519953
274,1899,1122,1,56.984392393414296
275,1143,1706,1,48.73976251042413
276,400,4280,5,48.456848703003594
277,2472,13,0,32.95562203221747
278,1027,5114,6,49.17294429436627
279,2667,12,0,46.27310503832934
280,539,0,0,50.97385067265651
281,1013,4226,5,59.635006444279476
282,1263,1092,1,39.32421315930231
283,2388,5083,6,52.06341581089749
284,2117,1377,1,35.67356019592796
285,3244,1862,2,29.717925944561113
286,2750,5215,6,47.474180093053356
287,139,1061,1,65.97264438039542
288,2781,1052,1,66.152170757506
289,2370,5082,6,58.63048553417745
290,3097,4733,5,66.23778888236667
291,296,1128,1,50.4736728156858
292,2030,82,0,49.41882881790925
293,1571,4,0,57.50287545081229
294,1088,18,0,34.55094610610707
295,81,1862,2,56.959849965475584
296,600,71,0,44.51976747818884
297,2810,97,0,44.07100257819718
298,1276,4441,5,52.21522056588765
299,1012,90,0,44.18061839518853
300,1750,1078,1,55.152031572005285
301,2871,95,0,50.38837675278049
302,222,1862,2,54.995312397383685
303,1567,5091,6,64.36662037404251
304,3224,4147,5,76.61700748927781
305,210,5134,6,46.67395835653074
306,436,5087,6,66.36416832812262
307,104,3243,3,46.57419240137355
308,478,5819,7,65.54929209637287
309,1315,6715,7,48.13465120971243
310,13,1043,1,45.599062200083196
311,792,76,0,51.976024476525104
312,2657,1930,2,66.40983943853084
313,1027,5130,6,48.671473958284274
314,1741,5291,6,54.833606689951715
315,2597,1885,2,64.52867994739721
316,257,1918,2,58.3834722835156
317,2934,42,0,48.46161053614438
318,1988,1905,2,63.6305202641212
319,1408,1213,1,69.30096271924377
320,2330,5138,6,68.53535871771642
321,2665,86,0,42.56809258626914
322,2778,1178,1,57.47737427227211
323,745,1179,1,56.04571772929179
324,1465,85,0,48.382365255012566
325,2405,3911,4,56.961088470825324
326,140,86,0,52.66758053384621
327,1573,4267,5,44.06123679748111
328,1337,1137,1,71.6694572713886
329,2583,36,0,51.243033434706575
330,299,49,0,51.85944412745126
331,2769,1073,1,65.22024550580132
332,1040,5061,6,69.36266866464479
333,3143,5069,6,44.91318488783344
334,1846,5064,6,52.27929966759537
335,1300,1862,2,47.692260392685135
336,2197,2943,3,30.346991572620695
337,2674,1244,1,52.54908668759086
338,2998,1039,1,58.952376393552115
339,2014,4241,5,54.445593781685886
340,932,5115,6,53.89449512714431
341,1068,1919,2,60.537005058386264
342,3013,69,0,47.38911654836249
343,1966,5285,6,57.98049155368773
344,3080,89,0,52.90063166163228
345,470,4287,5,79.86791842475353
346,622,134,0,53.3470239674006
347,1286,13,0,45.670534810816996
348,2147,5455,6,39.808591591051695
349,2299,1180,1,81.05901923145598
350,1603,5288,6,64.80482952316132
351,689,36,0,62.568096763174296
352,2243,5063,6,45.7106197900647
353,1819,5292,6,38.29980315129663
354,3180,4107,4,55.9795808196541
355,1932,1874,2,36.37289069320205
356,2141,45,0,57.622086737700116
357,2914,4585,5,65.36647506532408
358,1944,2130,2,53.538437132880084
359,522,5056,6,72.56504944014975
360,182,1059,1,57.71516167689753
361,1241,37,0,62.88628683703614
362,41,1189,1,47.08256965790126
363,1473,5077,6,60.33029110554834
364,1466,3253,3,49.067544546071055
365,1467,2510,2,50.793104782910675
366,520,36,0,57.75059843751219
367,972,1053,1,66.18664182130692
368,1041,73,0,74.83361196612375
369,1199,5073,6,69.20578401522995
370,2465,79,0,48.73915871858836
371,2486,5293,6,54.36614366446952
372,3169,114,0,82.0964431671322
373,1350,49,0,45.63555228758887
374,1157,3822,4,57.08949723221626
375,3174,5292,6,53.35914558439899
376,1087,4048,4,46.54928563242618
377,2124,1126,1,48.462268799819945
378,2575,27,0,64.47264362026772
379,987,5109,6,56.3583530427184
380,3245,1132,1,50.21941035899883
381,923,4,0,66.54704423426993
382,1994,1152,1,40.67393226094255
383,2162,85,0,53.66541447755115
384,1536,96,0,64.34865575886714
385,1665,1851,2,55.11276384563662
386,1489,4280,5,68.19593306068558
387,1794,1047,1,57.87518893489501
388,1674,22,0,71.83670965335963
389,1759,133,0,33.97550337876231
390,1333,5482,6,54.416703480255514
391,1043,55,0,33.06096676613369
392,1593,1113,1,57.42874243760321
393,1533,4247,5,63.974556791464664
394,1611,5127,6,50.72510470141973
395,3021,16,0,66.12080604620485
396,214,1161,1,49.16274272025026
397,2821,4253,5,50.12651735321437
398,1632,1134,1,58.05434683184998
399,1124,90,0,63.45891177479017
400,854,3911,4,57.90901910165458
401,1285,9,0,64.78929191728362
402,1870,1061,1,46.23605699180078
403,1584,0,0,46.23910790000989
404,42,1175,1,78.42190008484081
405,35,29,0,34.670612709526374
406,1563,4,0,66.8909426798011
407,2750,5134,6,71.15064531574208
408,874,1115,1,57.094821947914156
409,301,5293,6,65.62163322813096
410,2830,4283,5,37.95255835558042
411,2917,1115,1,49.376662667212244
412,3054,24,0,53.56694890539711
413,448,5483,6,61.372768686676864
414,2301,24,0,60.3760644512641
415,1294,5066,6,50.40204280719163
416,1233,5127,6,39.176246764075046
417,2257,2056,2,42.22274754872136
418,3101,5066,6,45.729622708959425
419,603,1151,1,64.1917684505697
420,1659,19,0,64.42276791888112
421,1861,3753,4,26.48211578143914
422,1831,2009,2,52.32210419313917
423,3018,67,0,72.83099319082241
424,3039,37,0,50.49919059860139
425,582,6538,7,49.63611195643223
426,2724,49,0,68.71823324408557
427,2268,4344,5,74.56220855847522
428,2070,5422,6,44.985366927822916
429,1559,5108,6,48.27128739540965
430,1509,4403,5,49.59406998239235
431,159,90,0,40.1718261596648
432,676,71,0,58.99842472233791
433,2635,2939,3,70.57779901722918
434,1354,1862,2,62.18636911357515
435,2329,4144,5,49.996414172462174
436,305,73,0,48.820454440401996
437,427,5065,6,45.05865313108422
438,689,5442,6,27.22697839149996
439,1093,73,0,72.25454039826194
440,536,1151,1,72.43082945100069
441,1327,8,0,63.15225019437894
442,680,5126,6,61.308839359679176
443,2985,13,0,50.39793250575491
444,2011,1917,2,34.34239695620425
445,2621,96,0,62.513278625733925
446,1836,36,0,64.86576890925137
447,3146,1094,1,35.88012524601142
448,1517,21,0,53.43991268751354
449,1855,63,0,69.42809444759544
450,389,1682,1,65.52798859292271
451,1243,1238,1,56.77948162999055
452,622,73,0,45.88550582100622
453,660,1178,1,59.56274960953678
454,344,6404,7,56.486285617205525
455,254,1873,2,59.58384648560115
456,2126,19,0,69.58408082919625
457,2129,4241,5,46.99550872066872
458,1534,2510,2,62.411327387065
459,154,6372,7,54.78511584908226
460,475,21,0,70.24132309510243
461,2519,5284,6,52.451876602243786
462,3240,86,0,61.74068780227573
463,1450,5541,6,47.64973723989084
464,887,8,0,49.386173509716066
465,1176,2127,2,47.33157054667556
466,761,1727,1,59.99372378346117
467,88,4251,5,64.49742763481521
468,1704,5104,6,48.955887019416295
469,1055,5966,7,54.74745372670933
470,1825,5117,6,57.395494516489535
471,1711,4,0,50.43737052924189
472,1949,1212,1,49.4478147395628
473,1799,22,0,65.17734465805982
474,3262,4236,5,63.04886143817468
475,1779,5292,6,36.43704053255219
476,2275,1230,1,62.448233441376196
477,2487,5109,6,63.06920448106908
478,1668,4441,5,63.040910657629595
479,253,130,0,63.31007835819291
480,2323,1215,1,46.1595457203987
481,536,91,0,64.01939295194951
482,17,427,0,52.77826595178789
483,912,4144,5,73.04357813164467
484,981,1053,1,56.20920686051817
485,1028,1,0,40.5256901681387
486,644,5148,6,63.45496403600569
487,2564,4102,4,67.02509237620075
488,1759,1128,1,66.38016307405368
489,2903,2938,3,54.7995908136192
490,2239,71,0,65.77952568925991
491,2893,5290,6,50.20342930520329
492,1511,1725,1,49.18905438267258
493,2404,1188,1,69.477004069634
494,1601,1219,1,70.65655366413908
495,588,1180,1,70.80605279824397
496,3188,4241,5,53.78490855658912
497,2724,4241,5,52.137601451665766
498,369,6372,7,52.619209705144485
499,2386,81,0,72.66698984968086
500,2943,5586,6,47.1375052249838
501,1793,51,0,50.950400842149776
502,2036,64,0,54.64225125945685
503,2232,19,0,61.1952694914951
504,2905,1222,1,68.51684781962
505,1444,4571,5,52.71019002270537
506,792,24,0,50.207184345974156
507,2998,33,0,54.68818385696455
508,351,1321,1,52.13131573419362
509,2696,5079,6,69.04508952783551
510,2967,1133,1,51.18189135683966
511,2880,4554,5,53.82214128396721
512,75,427,0,68.62246676711618
513,2481,35,0,71.25950108390556
514,1464,5087,6,56.123978733815484
515,302,4251,5,50.370820919565126
516,2965,19,0,72.83839906319315
517,660,45,0,60.020273069224494
518,820,2211,2,59.84895050284633
519,2984,36,0,57.54276863365888
520,541,13,0,49.15763969272174
521,3222,812,0,59.73890043883405
522,1408,91,0,46.60974339936313
523,888,5138,6,69.0948606465114
524,1217,76,0,47.85710081390037
525,1366,42,0,71.28132286394329
526,3237,5534,6,41.41143661313274
527,1932,1880,2,64.6993741737394
528,2057,2943,3,53.89277859907691
529,1966,5118,6,51.032807091586726
530,3136,424,0,53.38406025125253
531,1089,5481,6,67.44715775306673
532,3035,4225,5,52.954520089432805
533,1044,5134,6,50.5588798019517
534,2660,5527,6,80.58026010292822
535,1994,15,0,61.84737020879419
536,2927,8,0,59.905450899489125
537,48,96,0,60.848147544807524
538,2472,35,0,57.23254950454203
539,2451,5073,6,50.30159756014195
540,2360,4056,4,62.15018989154791
541,932,5051,6,53.73823740907905
542,1171,1862,2,52.53672807445518
543,1727,5114,6,53.69207574796077
544,2237,5068,6,72.04780133136833
545,2915,2943,3,65.56727722281559
546,2823,1871,2,57.390850603153694
547,706,90,0,56.95314788578169
548,285,5133,6,59.92415605785067
549,1233,3753,4,45.11734400555696
550,2783,3911,4,60.06695181936295
551,2773,97,0,67.44571169832018
552,986,4241,5,43.99422368557366
553,2081,44,0,61.6842594260765
554,3102,5083,6,63.64326808954918
555,2279,1038,1,31.498349407402216
556,3000,58,0,57.18867126381306
557,2598,16,0,58.78124603356481
558,3009,4292,5,40.93410545663325
559,2394,5287,6,50.352571830716805
560,214,1311,1,66.43316428499142
561,1264,1133,1,71.97977488921464
562,1727,5118,6,50.57314910370212
563,76,5090,6,49.8866559913122
564,2740,1880,2,47.065329700722195
565,2175,5065,6,60.64296048884839
566,628,6271,7,53.306875277888025
567,1391,4148,5,49.49559370071126
568,2392,4,0,48.33902024686801
569,1969,86,0,68.08102261033906
570,575,95,0,66.46981918566419
571,2130,4166,5,62.79745926658764
572,1135,19,0,52.1952296700527
573,1831,2012,2,53.30251209972183
574,1527,1255,1,58.761028084064094
575,640,24,0,57.314712853917264
576,2226,1862,2,65.48851183990215
577,2944,13,0,73.63397901326742
578,3226,5148,6,47.56082048613515
579,1688,42,0,74.25203713378687
580,1846,96,0,68.50313725918616
581,2945,1184,1,57.98678646450588
582,2478,5342,6,68.97380628426441
583,1932,4297,5,52.883726189508195
584,1294,5218,6,75.57278986991116
585,1638,4865,5,75.83078609017079
586,3034,76,0,49.038522884730895
587,2645,5115,6,45.39264130681637
588,1836,1045,1,49.10052168827322
589,748,42,0,61.48247926523037
590,580,5116,6,61.964991889114096
591,3035,44,0,50.36217259094451
592,1494,1047,1,60.41316727993042
593,1703,5077,6,52.40622143988608
594,2303,4,0,51.279356824435105
595,453,1178,1,68.65374674653164
596,3252,5063,6,61.74989160053444
597,258,1347,1,66.91316861752045
598,653,4,0,44.810620545852245
599,1830,5284,6,49.554717573158605
600,2790,3849,4,52.83520058569205
601,2526,5284,6,49.79930014473505
602,1304,5119,6,55.74126141917124
603,1841,1096,1,57.685985352268105
604,1294,5432,6,34.15406905526232
605,2319,1053,1,39.38178420829363
606,2904,5083,6,51.49700214623354
607,895,5289,6,58.61320506048099
608,436,5307,6,44.54078296943245
609,2894,73,0,66.67858797099656
610,2285,5285,6,55.999096625431186
611,1190,6332,7,64.55473333556179
612,584,5067,6,43.59159118591731
613,345,69,0,65.30691444241363
614,967,1052,1,36.90772489632556
615,1505,4,0,62.8751634728612
616,1182,4252,5,63.18802059285145
617,1525,1230,1,63.89331043825328
618,1366,89,0,68.69874556497457
619,3169,1880,2,58.33636910882478
620,364,82,0,51.02922485068042
621,1373,24,0,65.96532728985787
622,1124,1871,2,67.07283509263985
623,1485,5086,6,57.79844023322927
624,2820,1885,2,52.00178761636572
625,1401,0,0,71.2544832083842
626,1589,5932,7,60.87678184263151
627,1816,1871,2,50.3003270119322
628,3093,55,0,62.9804993689286
629,221,19,0,42.011720341439435
630,2218,5091,6,62.64463629228124
631,222,42,0,59.9945416895245
632,3098,1873,2,74.77194682711537
633,2505,5067,6,65.67833329791287
634,3021,69,0,49.00734872824737
635,691,5061,6,47.28069601292468
636,868,5291,6,37.59274175703975
637,981,91,0,61.476188588156084
638,2858,5286,6,50.831027567636696
639,2877,45,0,46.74249958161113
640,2186,5108,6,58.488478077884885
641,1447,1905,2,61.92570999546867
642,1846,33,0,66.40614145549371
643,1437,4280,5,37.942588781616315
644,1717,54,0,45.75150546743817
645,1603,5112,6,49.890203713598446
646,2124,1039,1,67.15637171062727
647,1163,19,0,23.506798566654155
648,2488,5484,6,70.1189384751212
649,1741,5131,6,60.074602264325144
650,1122,5066,6,38.48438296837184
651,2088,5112,6,44.87156544278744
652,742,4217,5,62.64966875621212
653,1310,6332,7,65.85305699674672
654,1089,5310,6,72.47019411396752
655,2247,5291,6,63.74327684926695
656,186,1049,1,66.31233883045611
657,2513,5109,6,70.7035013101876
658,169,1271,1,53.576044562134165
659,1865,1267,1,57.496834809878344
660,1043,1918,2,71.03871859693142
661,1091,16,0,58.441587781061166
662,2326,3195,3,58.35585041135101
663,2136,9,0,41.65088309884912
664,548,50,0,62.00015309656875
665,2447,1045,1,49.245769442230795
666,2830,96,0,51.411611685244196
667,3026,24,0,50.03205040057768
668,2017,55,0,81.18420323082343
669,669,5082,6,47.65305757411083
670,2269,16,0,53.292440588282716
671,813,54,0,43.97447233383423
672,2893,5068,6,27.123017135259996
673,1231,3911,4,69.33097456640849
674,1373,90,0,51.50758234118054
675,2869,36,0,63.22928392948792
676,1703,5288,6,36.86967477894583
677,2285,1917,2,46.93062231942488
678,2152,1046,1,56.16763083066165
679,1408,1113,1,61.92868266572464
680,1797,96,0,67.10598850586382
681,2875,42,0,67.86139354297768
682,3099,76,0,61.34832934428146
683,1495,5148,6,60.98027108567024
684,548,9,0,50.11843778595793
685,1421,86,0,30.87495966112155
686,3146,1919,2,38.402333492053764
687,2603,1862,2,47.01671119150049
688,1008,29,0,50.66128570699931
689,46,5134,6,65.11473922694573
690,1573,5066,6,66.8147723522797
691,1617,1047,1,34.099659181465974
692,2570,129,0,64.6091397470739
693,3077,4271,5,43.05250140869803
694,2743,37,0,65.90913250852108
695,2074,16,0,63.41220791086671
696,1846,81,0,56.805975384269544
697,548,8,0,49.305539624735545
698,277,4217,5,49.835993367154074
699,3130,5495,6,41.70279148816599
700,104,1921,2,38.764542143444714
701,3213,8,0,65.06719980201211
702,1264,42,0,54.75501614567566
703,2157,21,0,55.471336576696714
704,1663,5128,6,52.05235854181768
705,1650,89,0,63.67257586209853
706,1401,4,0,48.849321634717604
707,2573,96,0,47.220321247648286
708,3234,3046,3,34.14840844811206
709,2067,1053,1,24.739177719032902
710,2975,5291,6,50.04845740118551
711,961,37,0,68.05961512682178
712,954,19,0,73.62137966709014
713,448,5443,6,66.88662189629962
714,2659,1066,1,48.07349558912803
715,351,2012,2,46.532971011377015
716,135,1216,1,69.09574239711706
717,2632,5287,6,67.22037989795186
718,1503,1905,2,80.94246386911786
719,2285,5291,6,51.05357017903678
720,1805,1,0,51.46800430295819
721,600,1542,1,51.33360510349664
722,931,2025,2,69.9320581286308
723,2067,1180,1,62.884584515589296
724,1457,42,0,55.97979998918841
725,2626,1862,2,43.96286572532979
726,500,37,0,50.574029654253636
727,877,4241,5,49.59206169936233
728,1104,400,0,48.60204090593392
729,1626,2943,3,48.78154545974714
730,3247,81,0,58.72926109871204
731,555,1873,2,63.488710479120755
732,2257,4419,5,59.92985344187805
733,2392,18,0,53.106767978472455
734,286,83,0,66.16182180854288
735,302,5082,6,66.49443614918289
736,2141,19,0,57.973222831654574
737,230,1212,1,66.63229274307852
738,2890,5069,6,55.049032758391284
739,588,1178,1,38.32951819274336
740,1068,1873,2,49.039944372034896
741,2332,1180,1,58.68113532345083
742,757,5287,6,49.83759166714216
743,2283,1943,2,65.9361496804574
744,2694,1946,2,49.639380153704494
745,1401,71,0,60.96935931339882
746,2823,1180,1,59.859289960999305
747,1991,1179,1,35.493239698692335
748,2306,5104,6,68.54739041868012
749,1775,1180,1,45.06021445366381
750,159,89,0,56.28616833936177
751,2566,82,0,68.92429778054168
752,1503,1088,1,46.745140229675656
753,1984,38,0,65.57031746910506
754,334,1880,2,58.53486851839574
755,1800,5484,6,54.592213110091855
756,1685,1862,2,67.20641699506582
757,114,4271,5,76.8445161981387
758,1603,5127,6,57.546805081487314
759,965,27,0,45.533094517072875
760,591,1058,1,38.86825218169733
761,2260,0,0,53.54922768717428
762,1709,1082,1,49.900313306619964
763,2989,3044,3,70.7108175956124
764,1255,38,0,49.949587225885566
765,2036,161,0,64.45610236618843
766,2987,3007,3,66.47362616856492
767,214,4576,5,59.88998445574699
768,554,1,0,57.728131201752305
769,287,42,0,53.74567666703503
770,1503,1214,1,55.83666305034501
771,1243,1213,1,62.04930449187084
772,745,5067,6,53.99678970894275
773,3208,5079,6,61.2394593210412
774,617,1687,1,70.07977903458766
775,2008,73,0,60.648202124771124
776,691,1975,2,48.40187876177811
777,932,5292,6,53.406070062981144
778,2186,5112,6,52.27585920543391
779,434,4,0,54.4208582212907
780,2203,1112,1,49.72584661203476
781,2580,1119,1,65.37873318937176
782,1027,5307,6,66.36119779243744
783,644,5063,6,48.7813136326489
784,2679,587,0,49.08924157642711
785,590,22,0,55.30752345320318
786,1922,4241,5,67.6751738666591
787,2681,51,0,66.00436126553117
788,2607,97,0,79.29350225399688
789,41,1905,2,75.02224808168867
790,2308,5068,6,59.17035908529588
791,797,8,0,59.487873923322844
792,3130,5284,6,47.546227570085165
793,400,21,0,57.69947568040341
794,2011,1871,2,57.269004118362076
795,2562,1956,2,57.745512451697195
796,1998,1955,2,64.07753700328917
797,296,130,0,56.620049256192914
798,865,3252,3,45.608286307972556
799,2161,13,0,49.44693584507049
800,2003,2513,2,68.78366570572227
801,2547,85,0,40.554468276186185
802,1537,5492,6,50.17262140199095
803,72,1133,1,61.264249333365754
